question_id,consensus_status,consensus_option,llm_correct,n_votes,designer_difficulty_str,datamap_region
middle2462.txt_q2,consensus,B,1,3,MIDDLE,hard
middle2462.txt_q3,consensus,C,1,3,MIDDLE,ambiguous
middle2462.txt_q4,consensus,C,1,3,MIDDLE,ambiguous
middle2473.txt_q0,consensus,B,1,3,MIDDLE,middle
middle2473.txt_q1,consensus,C,1,3,MIDDLE,middle
middle2473.txt_q2,consensus,D,1,3,MIDDLE,hard
middle2473.txt_q3,consensus,A,1,3,MIDDLE,middle
middle2473.txt_q4,consensus,D,1,3,MIDDLE,ambiguous
middle2489.txt_q0,consensus,A,1,3,MIDDLE,hard
middle2489.txt_q1,consensus,B,1,3,MIDDLE,easy
middle2489.txt_q2,consensus,C,1,3,MIDDLE,ambiguous
middle2489.txt_q3,consensus,C,1,3,MIDDLE,middle
middle2489.txt_q4,consensus,D,1,3,MIDDLE,ambiguous
middle2507.txt_q0,consensus,B,1,3,MIDDLE,hard
middle2507.txt_q1,consensus,D,1,3,MIDDLE,easy
middle2507.txt_q2,consensus,B,0,3,MIDDLE,hard
middle2507.txt_q3,consensus,B,1,3,MIDDLE,middle
middle2564.txt_q0,consensus,C,1,3,MIDDLE,middle
middle2564.txt_q1,consensus,C,1,3,MIDDLE,easy
middle2564.txt_q2,consensus,D,1,3,MIDDLE,easy
middle2564.txt_q3,consensus,B,1,3,MIDDLE,easy
middle2572.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle2572.txt_q1,consensus,D,1,3,MIDDLE,ambiguous
middle2572.txt_q2,consensus,C,1,3,MIDDLE,easy
middle2572.txt_q3,consensus,B,1,3,MIDDLE,middle
middle2578.txt_q0,consensus,C,1,3,MIDDLE,middle
middle2578.txt_q1,consensus,D,1,3,MIDDLE,easy
middle2578.txt_q2,consensus,B,1,3,MIDDLE,easy
middle2578.txt_q3,consensus,C,0,3,MIDDLE,hard
middle2578.txt_q4,consensus,C,1,3,MIDDLE,middle
middle2612.txt_q0,consensus,B,1,3,MIDDLE,easy
middle2612.txt_q1,consensus,C,1,3,MIDDLE,ambiguous
middle2612.txt_q2,consensus,D,1,2,MIDDLE,ambiguous
middle2612.txt_q3,consensus,A,1,3,MIDDLE,middle
middle2624.txt_q0,consensus,D,1,3,MIDDLE,easy
middle2624.txt_q1,consensus,D,1,3,MIDDLE,middle
middle2624.txt_q2,consensus,C,1,3,MIDDLE,middle
middle2624.txt_q3,consensus,B,1,3,MIDDLE,ambiguous
middle2662.txt_q0,consensus,D,1,3,MIDDLE,middle
middle2663.txt_q0,consensus,A,1,3,MIDDLE,middle
middle2663.txt_q1,consensus,D,1,3,MIDDLE,easy
middle2663.txt_q2,consensus,C,1,3,MIDDLE,easy
middle2679.txt_q0,consensus,D,1,3,MIDDLE,easy
middle2679.txt_q1,consensus,B,1,3,MIDDLE,hard
middle2679.txt_q2,consensus,D,1,3,MIDDLE,middle
middle2679.txt_q3,consensus,D,1,3,MIDDLE,hard
middle2703.txt_q0,consensus,C,1,3,MIDDLE,easy
middle2703.txt_q1,consensus,C,1,3,MIDDLE,ambiguous
middle2703.txt_q2,consensus,C,1,3,MIDDLE,middle
middle2722.txt_q0,consensus,D,1,3,MIDDLE,ambiguous
middle2750.txt_q0,consensus,A,1,3,MIDDLE,middle
middle2750.txt_q1,consensus,C,1,3,MIDDLE,middle
middle2750.txt_q2,consensus,D,1,3,MIDDLE,ambiguous
middle2750.txt_q3,consensus,A,1,3,MIDDLE,middle
middle2750.txt_q4,consensus,B,1,3,MIDDLE,easy
middle2756.txt_q0,consensus,C,1,3,MIDDLE,easy
middle2756.txt_q1,consensus,B,1,3,MIDDLE,ambiguous
middle2756.txt_q2,consensus,A,1,3,MIDDLE,easy
middle2768.txt_q0,consensus,C,1,3,MIDDLE,easy
middle2768.txt_q1,consensus,C,1,3,MIDDLE,hard
middle2768.txt_q2,consensus,A,1,3,MIDDLE,ambiguous
middle2768.txt_q3,consensus,B,1,3,MIDDLE,easy
middle2774.txt_q0,consensus,B,1,3,MIDDLE,easy
middle2774.txt_q1,consensus,C,1,3,MIDDLE,easy
middle2774.txt_q2,consensus,D,1,3,MIDDLE,ambiguous
middle2774.txt_q3,consensus,D,1,3,MIDDLE,middle
middle2774.txt_q4,consensus,A,1,3,MIDDLE,ambiguous
middle2841.txt_q0,consensus,A,1,3,MIDDLE,ambiguous
middle2841.txt_q1,consensus,A,1,3,MIDDLE,ambiguous
middle2841.txt_q2,consensus,B,1,3,MIDDLE,hard
middle2841.txt_q3,consensus,B,1,3,MIDDLE,easy
middle2887.txt_q0,consensus,D,1,3,MIDDLE,easy
middle2887.txt_q1,consensus,C,1,3,MIDDLE,ambiguous
middle2887.txt_q2,consensus,A,0,3,MIDDLE,hard
middle2887.txt_q3,consensus,C,0,3,MIDDLE,hard
middle2887.txt_q4,consensus,C,1,3,MIDDLE,middle
middle2899.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle2899.txt_q1,consensus,C,1,3,MIDDLE,middle
middle2899.txt_q2,consensus,D,1,3,MIDDLE,middle
middle291.txt_q0,consensus,D,0,3,MIDDLE,hard
middle291.txt_q1,consensus,D,1,3,MIDDLE,ambiguous
middle291.txt_q2,consensus,A,1,3,MIDDLE,hard
middle291.txt_q3,consensus,C,1,3,MIDDLE,middle
middle291.txt_q4,consensus,B,1,2,MIDDLE,ambiguous
middle2910.txt_q0,consensus,A,1,3,MIDDLE,ambiguous
middle2910.txt_q1,consensus,B,1,3,MIDDLE,middle
middle2910.txt_q2,consensus,C,1,3,MIDDLE,hard
middle2910.txt_q3,consensus,D,1,3,MIDDLE,hard
middle2927.txt_q0,consensus,B,1,3,MIDDLE,easy
middle2927.txt_q1,consensus,C,1,3,MIDDLE,easy
middle2927.txt_q2,consensus,D,1,3,MIDDLE,easy
middle2927.txt_q3,consensus,A,1,3,MIDDLE,easy
middle2927.txt_q4,consensus,D,1,3,MIDDLE,easy
middle2930.txt_q0,consensus,C,1,3,MIDDLE,ambiguous
middle2930.txt_q1,consensus,D,1,3,MIDDLE,easy
middle2946.txt_q0,consensus,B,1,3,MIDDLE,middle
middle2946.txt_q1,consensus,C,1,3,MIDDLE,ambiguous
middle2946.txt_q2,consensus,A,1,3,MIDDLE,easy
middle2946.txt_q3,consensus,C,1,3,MIDDLE,middle
middle2955.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle299.txt_q0,consensus,D,1,3,MIDDLE,ambiguous
middle299.txt_q1,consensus,A,1,3,MIDDLE,middle
middle299.txt_q2,consensus,C,1,3,MIDDLE,easy
middle299.txt_q3,consensus,D,1,3,MIDDLE,easy
middle299.txt_q4,consensus,C,1,3,MIDDLE,easy
middle2994.txt_q0,consensus,A,1,3,MIDDLE,hard
middle2994.txt_q1,consensus,B,1,3,MIDDLE,hard
middle2994.txt_q2,consensus,C,1,3,MIDDLE,hard
middle2994.txt_q3,consensus,D,1,3,MIDDLE,middle
middle3016.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3016.txt_q1,consensus,D,1,3,MIDDLE,easy
middle3016.txt_q2,consensus,A,1,3,MIDDLE,middle
middle3016.txt_q3,consensus,B,1,3,MIDDLE,middle
middle3028.txt_q0,consensus,D,1,3,MIDDLE,middle
middle3028.txt_q1,consensus,A,1,3,MIDDLE,easy
middle3028.txt_q2,consensus,C,1,3,MIDDLE,middle
middle3028.txt_q3,consensus,D,1,3,MIDDLE,ambiguous
middle3028.txt_q4,consensus,A,1,3,MIDDLE,ambiguous
middle3052.txt_q0,consensus,C,1,3,MIDDLE,ambiguous
middle3052.txt_q1,consensus,B,1,3,MIDDLE,ambiguous
middle3052.txt_q2,consensus,A,1,3,MIDDLE,easy
middle3088.txt_q0,consensus,A,1,3,MIDDLE,hard
middle3088.txt_q1,consensus,C,1,3,MIDDLE,middle
middle3089.txt_q0,consensus,A,1,3,MIDDLE,easy
middle3089.txt_q1,consensus,B,1,3,MIDDLE,ambiguous
middle3089.txt_q2,consensus,C,1,3,MIDDLE,ambiguous
middle3103.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3103.txt_q1,consensus,B,1,3,MIDDLE,easy
middle3103.txt_q2,consensus,C,1,3,MIDDLE,easy
middle3103.txt_q3,consensus,A,1,3,MIDDLE,hard
middle3120.txt_q0,consensus,A,1,3,MIDDLE,middle
middle3120.txt_q1,consensus,B,1,3,MIDDLE,middle
middle3120.txt_q2,consensus,C,1,3,MIDDLE,hard
middle3120.txt_q3,consensus,D,1,3,MIDDLE,easy
middle3263.txt_q0,consensus,A,1,3,MIDDLE,ambiguous
middle3263.txt_q1,consensus,D,1,3,MIDDLE,ambiguous
middle3263.txt_q2,consensus,C,1,3,MIDDLE,easy
middle3263.txt_q3,consensus,B,1,3,MIDDLE,easy
middle3263.txt_q4,consensus,D,1,3,MIDDLE,hard
middle3334.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle3334.txt_q1,consensus,D,1,3,MIDDLE,ambiguous
middle3334.txt_q2,consensus,D,0,3,MIDDLE,hard
middle3334.txt_q3,consensus,A,1,3,MIDDLE,ambiguous
middle3349.txt_q0,consensus,A,1,3,MIDDLE,easy
middle3349.txt_q1,consensus,B,1,3,MIDDLE,easy
middle3349.txt_q2,consensus,D,1,3,MIDDLE,middle
middle3349.txt_q3,consensus,B,1,3,MIDDLE,easy
middle3349.txt_q4,consensus,A,1,3,MIDDLE,hard
middle3372.txt_q0,consensus,A,1,3,MIDDLE,hard
middle3372.txt_q1,consensus,B,1,3,MIDDLE,middle
middle3372.txt_q2,consensus,D,1,3,MIDDLE,middle
middle3372.txt_q3,consensus,A,1,3,MIDDLE,easy
middle3376.txt_q0,consensus,D,1,3,MIDDLE,easy
middle3376.txt_q1,consensus,C,1,3,MIDDLE,easy
middle3376.txt_q2,consensus,C,1,3,MIDDLE,middle
middle34.txt_q0,consensus,D,0,3,MIDDLE,hard
middle34.txt_q1,consensus,B,0,3,MIDDLE,hard
middle34.txt_q2,consensus,A,1,3,MIDDLE,middle
middle34.txt_q3,consensus,D,1,3,MIDDLE,ambiguous
middle3409.txt_q0,consensus,D,1,3,MIDDLE,ambiguous
middle3409.txt_q1,consensus,C,1,3,MIDDLE,middle
middle3409.txt_q2,consensus,A,1,3,MIDDLE,easy
middle3429.txt_q0,consensus,D,1,3,MIDDLE,ambiguous
middle3429.txt_q1,consensus,A,1,3,MIDDLE,ambiguous
middle3429.txt_q2,consensus,C,1,3,MIDDLE,ambiguous
middle3429.txt_q3,consensus,A,1,3,MIDDLE,easy
middle3429.txt_q4,consensus,B,1,3,MIDDLE,easy
middle344.txt_q0,consensus,C,1,3,MIDDLE,easy
middle344.txt_q1,consensus,D,1,3,MIDDLE,easy
middle344.txt_q2,consensus,A,1,3,MIDDLE,ambiguous
middle344.txt_q3,consensus,B,1,3,MIDDLE,middle
middle344.txt_q4,consensus,A,1,3,MIDDLE,hard
middle3476.txt_q0,consensus,D,1,3,MIDDLE,hard
middle3476.txt_q1,consensus,B,1,3,MIDDLE,hard
middle3476.txt_q2,consensus,A,1,3,MIDDLE,middle
middle3476.txt_q3,consensus,D,1,3,MIDDLE,easy
middle3476.txt_q4,consensus,C,1,3,MIDDLE,middle
middle3508.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3508.txt_q1,consensus,C,1,3,MIDDLE,hard
middle3508.txt_q2,consensus,C,1,3,MIDDLE,hard
middle3551.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3551.txt_q1,consensus,A,1,3,MIDDLE,middle
middle3551.txt_q2,consensus,A,1,3,MIDDLE,middle
middle3551.txt_q3,consensus,C,1,3,MIDDLE,easy
middle3554.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle3554.txt_q1,consensus,C,1,3,MIDDLE,hard
middle3554.txt_q2,consensus,B,1,3,MIDDLE,ambiguous
middle3554.txt_q3,consensus,D,1,3,MIDDLE,hard
middle3554.txt_q4,consensus,B,1,3,MIDDLE,ambiguous
middle3561.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3561.txt_q1,consensus,D,1,3,MIDDLE,hard
middle3561.txt_q2,consensus,A,1,3,MIDDLE,ambiguous
middle3561.txt_q3,consensus,B,1,3,MIDDLE,hard
middle3578.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle3578.txt_q1,consensus,D,1,3,MIDDLE,ambiguous
middle3578.txt_q2,consensus,B,1,3,MIDDLE,easy
middle3578.txt_q3,consensus,A,1,3,MIDDLE,easy
middle3578.txt_q4,consensus,C,1,3,MIDDLE,easy
middle3594.txt_q0,consensus,B,1,3,MIDDLE,hard
middle3594.txt_q1,consensus,C,1,3,MIDDLE,ambiguous
middle3625.txt_q0,consensus,B,1,3,MIDDLE,hard
middle3625.txt_q1,consensus,D,0,3,MIDDLE,hard
middle3625.txt_q2,consensus,B,0,3,MIDDLE,hard
middle3625.txt_q3,consensus,A,1,3,MIDDLE,ambiguous
middle3626.txt_q0,consensus,A,1,3,MIDDLE,middle
middle3626.txt_q1,consensus,B,1,3,MIDDLE,middle
middle3626.txt_q2,consensus,D,1,3,MIDDLE,easy
middle3630.txt_q0,consensus,B,1,3,MIDDLE,middle
middle3630.txt_q1,consensus,C,1,3,MIDDLE,easy
middle3630.txt_q2,consensus,A,1,3,MIDDLE,easy
middle3630.txt_q3,consensus,D,1,3,MIDDLE,middle
middle364.txt_q0,consensus,B,1,3,MIDDLE,easy
middle364.txt_q1,consensus,C,1,3,MIDDLE,easy
middle364.txt_q2,consensus,B,1,3,MIDDLE,hard
middle364.txt_q3,consensus,B,1,3,MIDDLE,easy
middle3647.txt_q0,consensus,A,1,3,MIDDLE,hard
middle3647.txt_q1,consensus,B,1,3,MIDDLE,ambiguous
middle3647.txt_q2,consensus,C,1,3,MIDDLE,ambiguous
middle3647.txt_q3,consensus,A,1,3,MIDDLE,hard
middle3647.txt_q4,consensus,D,1,3,MIDDLE,easy
middle3661.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3661.txt_q1,consensus,B,1,3,MIDDLE,easy
middle3661.txt_q2,consensus,D,1,3,MIDDLE,easy
middle3661.txt_q3,consensus,A,1,3,MIDDLE,easy
middle3661.txt_q4,consensus,C,1,3,MIDDLE,easy
middle3670.txt_q0,consensus,C,1,3,MIDDLE,easy
middle3670.txt_q1,consensus,D,1,3,MIDDLE,middle
middle3670.txt_q2,consensus,A,1,3,MIDDLE,ambiguous
middle3670.txt_q3,consensus,B,1,3,MIDDLE,hard
middle3670.txt_q4,consensus,D,1,3,MIDDLE,hard
middle3720.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3720.txt_q1,consensus,B,1,3,MIDDLE,easy
middle3720.txt_q2,consensus,B,1,3,MIDDLE,easy
middle3720.txt_q3,consensus,A,1,3,MIDDLE,easy
middle3720.txt_q4,consensus,D,1,3,MIDDLE,ambiguous
middle3728.txt_q0,consensus,D,1,3,MIDDLE,easy
middle3728.txt_q1,consensus,C,1,3,MIDDLE,hard
middle3728.txt_q2,consensus,B,1,3,MIDDLE,ambiguous
middle3728.txt_q3,consensus,A,1,3,MIDDLE,hard
middle3751.txt_q0,consensus,C,1,3,MIDDLE,ambiguous
middle3751.txt_q1,consensus,C,1,3,MIDDLE,middle
middle3751.txt_q2,consensus,A,1,3,MIDDLE,middle
middle3751.txt_q3,consensus,D,1,3,MIDDLE,ambiguous
middle3751.txt_q4,consensus,A,1,3,MIDDLE,middle
middle3753.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3753.txt_q1,consensus,A,1,3,MIDDLE,easy
middle3753.txt_q2,consensus,A,1,3,MIDDLE,easy
middle3753.txt_q3,consensus,B,1,3,MIDDLE,middle
middle3775.txt_q0,consensus,C,1,3,MIDDLE,easy
middle3775.txt_q1,consensus,B,1,3,MIDDLE,hard
middle3775.txt_q2,consensus,B,0,3,MIDDLE,hard
middle3775.txt_q3,consensus,A,1,3,MIDDLE,hard
middle3775.txt_q4,consensus,D,1,3,MIDDLE,ambiguous
middle3779.txt_q0,consensus,C,1,3,MIDDLE,easy
middle3779.txt_q1,consensus,B,1,3,MIDDLE,easy
middle3779.txt_q2,consensus,D,1,3,MIDDLE,hard
middle3779.txt_q3,consensus,A,1,3,MIDDLE,ambiguous
middle3828.txt_q0,consensus,B,1,3,MIDDLE,easy
middle3828.txt_q1,consensus,B,1,3,MIDDLE,easy
middle3828.txt_q2,consensus,C,1,3,MIDDLE,easy
middle3828.txt_q3,consensus,D,1,3,MIDDLE,easy
middle3828.txt_q4,consensus,D,1,3,MIDDLE,easy
middle3841.txt_q0,consensus,D,0,3,MIDDLE,ambiguous
middle3841.txt_q1,consensus,C,1,3,MIDDLE,middle
middle3841.txt_q2,consensus,D,1,3,MIDDLE,hard
middle388.txt_q0,consensus,A,1,3,MIDDLE,middle
middle388.txt_q1,consensus,C,1,3,MIDDLE,middle
middle388.txt_q2,consensus,C,1,3,MIDDLE,hard
middle388.txt_q3,consensus,B,1,3,MIDDLE,easy
middle3887.txt_q0,consensus,D,1,3,MIDDLE,easy
middle3887.txt_q1,consensus,C,1,3,MIDDLE,easy
middle3891.txt_q0,consensus,A,1,3,MIDDLE,middle
middle3891.txt_q1,consensus,D,1,3,MIDDLE,middle
middle3891.txt_q2,consensus,B,1,3,MIDDLE,ambiguous
middle3891.txt_q3,consensus,A,1,3,MIDDLE,ambiguous
middle3891.txt_q4,consensus,D,1,3,MIDDLE,hard
middle3994.txt_q0,consensus,C,1,3,MIDDLE,easy
middle3994.txt_q1,consensus,B,1,3,MIDDLE,middle
middle3994.txt_q2,consensus,D,1,3,MIDDLE,ambiguous
middle3994.txt_q3,consensus,C,1,3,MIDDLE,middle
middle3994.txt_q4,consensus,B,1,3,MIDDLE,middle
middle401.txt_q0,consensus,A,1,3,MIDDLE,ambiguous
middle401.txt_q1,consensus,A,1,3,MIDDLE,ambiguous
middle401.txt_q2,consensus,A,1,3,MIDDLE,hard
middle401.txt_q3,consensus,C,1,3,MIDDLE,ambiguous
middle4032.txt_q0,consensus,B,0,3,MIDDLE,hard
middle4032.txt_q1,consensus,C,1,3,MIDDLE,easy
middle4032.txt_q2,consensus,A,1,3,MIDDLE,middle
middle4032.txt_q3,consensus,A,1,3,MIDDLE,easy
middle4052.txt_q0,consensus,A,1,3,MIDDLE,easy
middle4052.txt_q1,consensus,B,1,3,MIDDLE,hard
middle4052.txt_q2,consensus,C,1,3,MIDDLE,middle
middle4068.txt_q0,consensus,D,1,3,MIDDLE,ambiguous
middle4068.txt_q1,consensus,C,1,3,MIDDLE,middle
middle4068.txt_q2,consensus,C,1,3,MIDDLE,hard
middle4068.txt_q3,consensus,D,1,3,MIDDLE,hard
middle4074.txt_q0,consensus,C,1,3,MIDDLE,easy
middle4074.txt_q1,consensus,A,1,3,MIDDLE,easy
middle4074.txt_q2,consensus,D,1,3,MIDDLE,easy
middle4084.txt_q0,consensus,D,1,3,MIDDLE,ambiguous
middle4084.txt_q1,consensus,D,1,3,MIDDLE,hard
middle4084.txt_q2,consensus,C,1,3,MIDDLE,ambiguous
middle4084.txt_q3,consensus,C,1,3,MIDDLE,hard
middle4088.txt_q0,consensus,B,1,3,MIDDLE,easy
middle4088.txt_q1,consensus,A,1,3,MIDDLE,ambiguous
middle4088.txt_q2,consensus,C,1,3,MIDDLE,middle
middle4088.txt_q3,consensus,D,1,3,MIDDLE,middle
middle4132.txt_q0,consensus,B,1,3,MIDDLE,easy
middle4132.txt_q1,consensus,D,1,3,MIDDLE,easy
middle4132.txt_q2,consensus,A,1,3,MIDDLE,middle
middle4132.txt_q3,consensus,A,1,3,MIDDLE,ambiguous
middle4167.txt_q0,consensus,A,1,3,MIDDLE,easy
middle4167.txt_q1,consensus,B,1,3,MIDDLE,easy
middle4167.txt_q2,consensus,B,1,3,MIDDLE,middle
middle4167.txt_q3,consensus,C,1,3,MIDDLE,hard
middle4167.txt_q4,consensus,A,1,3,MIDDLE,ambiguous
middle4178.txt_q0,consensus,D,1,3,MIDDLE,middle
middle4178.txt_q1,consensus,B,1,3,MIDDLE,ambiguous
middle4182.txt_q0,consensus,A,1,3,MIDDLE,easy
middle4182.txt_q1,consensus,A,1,3,MIDDLE,hard
middle4182.txt_q2,consensus,C,1,3,MIDDLE,easy
middle4183.txt_q0,consensus,B,1,3,MIDDLE,easy
middle4183.txt_q1,consensus,A,1,3,MIDDLE,ambiguous
middle4183.txt_q2,consensus,D,1,3,MIDDLE,hard
middle4183.txt_q3,consensus,A,1,3,MIDDLE,hard
middle4233.txt_q0,consensus,B,1,3,MIDDLE,hard
middle4233.txt_q1,consensus,C,1,3,MIDDLE,easy
middle4233.txt_q2,consensus,C,1,3,MIDDLE,easy
middle4233.txt_q3,consensus,B,1,3,MIDDLE,easy
middle4233.txt_q4,consensus,D,1,3,MIDDLE,easy
middle4237.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle4237.txt_q1,consensus,C,1,3,MIDDLE,ambiguous
middle4237.txt_q2,consensus,D,1,3,MIDDLE,middle
middle4237.txt_q3,consensus,B,1,3,MIDDLE,ambiguous
middle4237.txt_q4,consensus,A,1,3,MIDDLE,hard
middle4240.txt_q0,consensus,A,1,3,MIDDLE,easy
middle4240.txt_q1,consensus,C,1,3,MIDDLE,easy
middle4240.txt_q2,consensus,D,1,3,MIDDLE,hard
middle4240.txt_q3,consensus,C,1,3,MIDDLE,easy
middle4240.txt_q4,consensus,B,1,3,MIDDLE,middle
middle4266.txt_q0,consensus,C,1,3,MIDDLE,ambiguous
middle4266.txt_q1,consensus,C,1,3,MIDDLE,easy
middle4266.txt_q2,consensus,A,1,3,MIDDLE,easy
middle4287.txt_q0,consensus,B,1,3,MIDDLE,middle
middle4287.txt_q1,consensus,D,1,3,MIDDLE,easy
middle4287.txt_q2,consensus,C,1,3,MIDDLE,hard
middle4287.txt_q3,consensus,C,1,3,MIDDLE,easy
middle4287.txt_q4,consensus,C,0,3,MIDDLE,hard
middle4307.txt_q0,consensus,A,1,3,MIDDLE,easy
middle4307.txt_q1,consensus,B,1,3,MIDDLE,easy
middle4307.txt_q2,consensus,D,1,3,MIDDLE,easy
middle435.txt_q0,consensus,B,1,3,MIDDLE,middle
middle435.txt_q1,consensus,C,1,3,MIDDLE,middle
middle435.txt_q2,consensus,C,0,3,MIDDLE,hard
middle435.txt_q3,consensus,D,1,3,MIDDLE,easy
middle4375.txt_q0,consensus,C,1,3,MIDDLE,easy
middle4375.txt_q1,consensus,B,1,3,MIDDLE,easy
middle4375.txt_q2,consensus,D,1,3,MIDDLE,easy
middle4394.txt_q0,consensus,B,1,3,MIDDLE,easy
middle4394.txt_q1,consensus,D,1,3,MIDDLE,easy
middle4394.txt_q2,consensus,C,1,3,MIDDLE,middle
middle4394.txt_q3,consensus,A,1,3,MIDDLE,easy
middle4460.txt_q0,consensus,B,1,3,MIDDLE,easy
middle4460.txt_q1,consensus,B,1,3,MIDDLE,hard
middle4460.txt_q2,consensus,C,1,3,MIDDLE,ambiguous
middle4460.txt_q3,consensus,B,0,3,MIDDLE,hard
middle4492.txt_q0,consensus,D,1,3,MIDDLE,ambiguous
middle4492.txt_q1,consensus,D,0,3,MIDDLE,hard
middle4492.txt_q2,consensus,D,1,3,MIDDLE,ambiguous
middle4520.txt_q0,consensus,B,1,3,MIDDLE,easy
middle4520.txt_q1,consensus,C,1,3,MIDDLE,easy
middle4520.txt_q2,consensus,D,1,3,MIDDLE,middle
middle4520.txt_q3,consensus,A,1,3,MIDDLE,hard
middle4525.txt_q0,consensus,C,1,3,MIDDLE,middle
middle4525.txt_q1,consensus,C,1,3,MIDDLE,hard
middle4525.txt_q2,consensus,D,1,3,MIDDLE,easy
middle4525.txt_q3,consensus,A,1,3,MIDDLE,ambiguous
middle4527.txt_q0,consensus,B,1,3,MIDDLE,easy
middle4527.txt_q1,consensus,A,1,3,MIDDLE,middle
middle4527.txt_q2,consensus,B,1,3,MIDDLE,hard
middle4527.txt_q3,consensus,D,1,3,MIDDLE,middle
middle4527.txt_q4,consensus,B,1,3,MIDDLE,easy
middle4542.txt_q0,consensus,A,1,3,MIDDLE,hard
middle4542.txt_q1,consensus,B,1,2,MIDDLE,middle
middle4542.txt_q2,consensus,D,1,3,MIDDLE,ambiguous
middle4542.txt_q3,consensus,C,1,3,MIDDLE,ambiguous
middle4542.txt_q4,consensus,B,1,3,MIDDLE,hard
middle4574.txt_q0,consensus,D,1,3,MIDDLE,hard
middle4574.txt_q1,consensus,D,0,3,MIDDLE,hard
middle4574.txt_q2,consensus,B,1,3,MIDDLE,ambiguous
middle4576.txt_q0,consensus,D,1,3,MIDDLE,hard
middle4576.txt_q1,consensus,B,1,3,MIDDLE,ambiguous
middle4576.txt_q2,consensus,C,1,3,MIDDLE,middle
middle4576.txt_q3,consensus,C,0,3,MIDDLE,hard
middle4584.txt_q0,consensus,D,1,3,MIDDLE,hard
middle4584.txt_q1,consensus,D,1,3,MIDDLE,middle
middle4584.txt_q2,consensus,C,1,3,MIDDLE,easy
middle4584.txt_q3,consensus,A,1,3,MIDDLE,easy
middle4591.txt_q0,consensus,C,1,3,MIDDLE,ambiguous
middle4591.txt_q1,consensus,B,1,3,MIDDLE,hard
middle4591.txt_q2,consensus,C,1,3,MIDDLE,ambiguous
middle4591.txt_q3,consensus,B,1,3,MIDDLE,hard
middle4669.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle4669.txt_q1,consensus,C,1,3,MIDDLE,middle
middle4669.txt_q2,consensus,B,1,3,MIDDLE,hard
middle4669.txt_q3,consensus,C,1,3,MIDDLE,easy
middle4669.txt_q4,consensus,B,1,3,MIDDLE,ambiguous
middle4676.txt_q0,consensus,D,1,3,MIDDLE,middle
middle4676.txt_q1,consensus,B,1,3,MIDDLE,middle
middle4676.txt_q2,consensus,C,1,3,MIDDLE,easy
middle4690.txt_q0,consensus,B,1,3,MIDDLE,easy
middle4690.txt_q1,consensus,C,1,3,MIDDLE,easy
middle4690.txt_q2,consensus,D,1,3,MIDDLE,easy
middle4690.txt_q3,consensus,D,1,3,MIDDLE,ambiguous
middle4690.txt_q4,consensus,A,1,3,MIDDLE,ambiguous
middle4704.txt_q0,consensus,C,1,3,MIDDLE,ambiguous
middle4704.txt_q1,consensus,B,1,3,MIDDLE,ambiguous
middle4704.txt_q2,consensus,A,1,3,MIDDLE,ambiguous
middle4704.txt_q3,consensus,D,1,3,MIDDLE,middle
middle4704.txt_q4,consensus,A,1,3,MIDDLE,hard
middle4715.txt_q0,consensus,B,1,3,MIDDLE,hard
middle4715.txt_q1,consensus,C,1,3,MIDDLE,middle
middle4715.txt_q2,consensus,A,1,3,MIDDLE,ambiguous
middle4715.txt_q3,consensus,D,1,3,MIDDLE,ambiguous
middle4717.txt_q0,consensus,A,1,3,MIDDLE,easy
middle4717.txt_q1,consensus,B,1,3,MIDDLE,middle
middle4717.txt_q2,consensus,B,1,3,MIDDLE,ambiguous
middle4717.txt_q3,consensus,D,1,3,MIDDLE,easy
middle4825.txt_q0,consensus,B,1,3,MIDDLE,middle
middle4825.txt_q1,consensus,C,0,3,MIDDLE,hard
middle4825.txt_q2,consensus,A,1,3,MIDDLE,easy
middle4825.txt_q3,consensus,C,1,3,MIDDLE,ambiguous
middle4864.txt_q0,consensus,D,1,3,MIDDLE,easy
middle4864.txt_q1,consensus,B,1,3,MIDDLE,easy
middle4864.txt_q2,consensus,C,1,3,MIDDLE,easy
middle487.txt_q0,consensus,C,1,3,MIDDLE,easy
middle487.txt_q1,consensus,A,1,3,MIDDLE,easy
middle487.txt_q2,consensus,B,1,3,MIDDLE,easy
middle487.txt_q3,consensus,D,1,3,MIDDLE,hard
middle4896.txt_q0,consensus,B,1,3,MIDDLE,ambiguous
middle4896.txt_q1,consensus,D,1,3,MIDDLE,ambiguous
