question_id,content_asset_path,content_asset_sha256,correct_option,n_attempts,n_students,n_correct,empirical_correctness
483,data/eedi_public_download/extracted/data/images/483.jpg,b5fd7cf48314eeddd84dbfdfcd690beb0bebc553b2b768ac130fdc491858873a,3,1473,1473,557,0.3781398506449423
484,data/eedi_public_download/extracted/data/images/484.jpg,fb5c397111ed7ded85385559972ea3cab2c40cdda6467126b5a8fa63b629d944,3,2881,2881,1372,0.4762235334953141
485,data/eedi_public_download/extracted/data/images/485.jpg,eeaa59392b795444d3a713c62d4d93fc821898ea57a6b173e2c28f99b0873379,4,2248,2248,1526,0.6788256227758007
486,data/eedi_public_download/extracted/data/images/486.jpg,158c2eee9359eef3f74403a232161a002032478f8139994d3488f117cb726830,3,2180,2180,828,0.3798165137614679
487,data/eedi_public_download/extracted/data/images/487.jpg,cf534a4d90292b7ccf613cd4226c428b4c6872f4f5724b3eff726c421639e71e,2,1333,1333,520,0.3900975243810953
488,data/eedi_public_download/extracted/data/images/488.jpg,9aa0474fe4854d0f294538b43a86104e72c3f31eb179332a08c7e4cfeaaeebaf,3,1646,1646,1291,0.784325637910085
489,data/eedi_public_download/extracted/data/images/489.jpg,9348fb940ba26a1bb57524cb9d1b5b409f335fcffb76cea54550dc1d66e65ff8,2,1156,1156,545,0.47145328719723184
490,data/eedi_public_download/extracted/data/images/490.jpg,c02d2e5c350abc9ce1eec4d4eb339697d751ae193d2dd6e1e101e82f8fb59b05,4,1215,1215,838,0.6897119341563785
491,data/eedi_public_download/extracted/data/images/491.jpg,b8d3ae4e97654e97805b51c847696a5f92f585b70ce9e48e346fbf14ea9b9bf3,1,1499,1499,636,0.4242828552368246
492,data/eedi_public_download/extracted/data/images/492.jpg,890b7c4ac9fe414be709b0ba552cb5de802d5aaac35e134d73382e1815e4bd78,4,2176,2176,1287,0.5914522058823529
493,data/eedi_public_download/extracted/data/images/493.jpg,d6582c6d615b22f4d2a5740848e0a6f3be5364a42f4259fe7e9b784a9dec5210,1,2231,2231,709,0.3177947108919767
494,data/eedi_public_download/extracted/data/images/494.jpg,74fac9d85f0f4ef203cdeb703006986c5c95ac08ba22d57e1c4f0c66cf55298f,3,2789,2789,1321,0.4736464682681965
495,data/eedi_public_download/extracted/data/images/495.jpg,ce6ce89b6ee0891ca9dac1f1ea3d8deadfb29adf70ffa84cc0539b33af726c6e,3,2360,2360,697,0.29533898305084744
496,data/eedi_public_download/extracted/data/images/496.jpg,f0c8784781242bbc21af694a7482ac1c4efa6c94bd49572e8938710c2c4a5a0c,2,2148,2148,1029,0.4790502793296089
497,data/eedi_public_download/extracted/data/images/497.jpg,4beabff279e8e4dce4b204e8e67142f7a7dd139330ba9186e9def858d26eba8b,1,2108,2108,1221,0.5792220113851992
498,data/eedi_public_download/extracted/data/images/498.jpg,17d779c4424452741cd462e78d81c54e5548a8eff1c8e15c304443fab19dc470,1,1894,1894,747,0.39440337909186907
499,data/eedi_public_download/extracted/data/images/499.jpg,9a2ef8b7ee4edd2fabc9283b197325634633bd36b7053058116e6e820fa0f0f2,3,4,4,2,0.5
500,data/eedi_public_download/extracted/data/images/500.jpg,a4510f60de59c3e7bcb439273e3b8964d78976187fd77628151a788be8fa51df,4,2585,2585,516,0.19961315280464217
501,data/eedi_public_download/extracted/data/images/501.jpg,e497f3b5654bd36bade7ee8e33b830579381b8c4fb15b4f7939bcf57fd772917,3,2132,2132,1686,0.7908067542213884
502,data/eedi_public_download/extracted/data/images/502.jpg,c4cccb6bb6a6152d8754df6f7b372932f3af855449739811c6a6a036f40ab07c,1,2881,2881,1484,0.5150989239847276
503,data/eedi_public_download/extracted/data/images/503.jpg,3316e9d02c93dd6fd44aa72e7ab425ec1cf596b573804fa15bbc60cc52d34cf8,4,2172,2172,1508,0.6942909760589319
504,data/eedi_public_download/extracted/data/images/504.jpg,b81e20bb80ca60c599e004efdc15f1b100ea21828d0a138dd632d826a2e2a15b,4,115,115,43,0.3739130434782609
505,data/eedi_public_download/extracted/data/images/505.jpg,432141aba41c1e2062b0c3514b9147b4848b32f79d449df66604e94b2dcdd751,3,2321,2321,1365,0.5881085738905644
506,data/eedi_public_download/extracted/data/images/506.jpg,5d5461c02acc1b285e2662dee1f252f196f7154a356a4bb40ac6f6b75d54ab6e,2,2372,2372,1417,0.5973861720067454
507,data/eedi_public_download/extracted/data/images/507.jpg,d830eea70730f59497dfa9566a24fe5d112f338f69e01b9c080042af6ba50a30,3,2198,2198,1418,0.6451319381255687
508,data/eedi_public_download/extracted/data/images/508.jpg,334e7e4a893ee587b80d9b285cb424ea4a96d70fd5f77556e38d22aab1edfb08,3,1686,1686,1297,0.769276393831554
509,data/eedi_public_download/extracted/data/images/509.jpg,956adc8d13cc86c573a57ae9fa94f1b817399ef8ad94f22751181fb544c0c531,2,2263,2263,1312,0.5797613787008395
510,data/eedi_public_download/extracted/data/images/510.jpg,15e90fccfb7e580554c246c4aa5fcc7ac9a3f1c637756fb09da8bb8db590ba54,3,848,848,460,0.5424528301886793
511,data/eedi_public_download/extracted/data/images/511.jpg,b0ee9ec9ddff0567691853aaa672bc494a1ca99d6b44cc3a881b7bf7946ab6df,3,346,346,285,0.8236994219653179
512,data/eedi_public_download/extracted/data/images/512.jpg,dd41e95b11fe68f32eec4214b830466c0b2a110f5a25f3585df0d6567a92f65b,1,82,82,40,0.4878048780487805
513,data/eedi_public_download/extracted/data/images/513.jpg,24137e9d770fc4727c21abe49a8d7ffefa4556bd932ec5b879e9a9e0e69b2c30,2,2222,2222,1155,0.5198019801980198
514,data/eedi_public_download/extracted/data/images/514.jpg,dc25cdc8b2c918bc1e2c42ed9989b100507c1c64981cc70cda693af849941788,4,1689,1689,933,0.5523978685612788
515,data/eedi_public_download/extracted/data/images/515.jpg,6e410dc520f00ee86c0f8bce367afd4c39d102aee33b8927857d8e3d8cd25de7,2,664,664,296,0.4457831325301205
516,data/eedi_public_download/extracted/data/images/516.jpg,67a3b01d40584cb5493a6e3792ff925e35efa4f23dd720e6d3c23d88190193b6,1,192,192,98,0.5104166666666666
517,data/eedi_public_download/extracted/data/images/517.jpg,bac14c41575c09dc04d8f4fa1671b6457a2f99e11c5adb7c67216d799a2d7413,3,2286,2286,1423,0.6224846894138233
518,data/eedi_public_download/extracted/data/images/518.jpg,b29493e9d6f115cdec90a6e21e00f949dd38d52fb3b172bc5a85c1da303bb25d,4,9,9,4,0.4444444444444444
519,data/eedi_public_download/extracted/data/images/519.jpg,2ca8713fb52a5a8a7a5315d219a3621dfe0c0168f947dc9e2d780232e3895ff3,1,2368,2368,1469,0.6203547297297297
520,data/eedi_public_download/extracted/data/images/520.jpg,547aca426415202b045b78ec09851069c8a529fde27ca5c3e9102da08de1e7c9,2,2897,2897,1590,0.5488436313427684
521,data/eedi_public_download/extracted/data/images/521.jpg,005b40ed9ccc666eae9ef94532bbaa99241ae154e2c8d96451f7a6007d722a4c,3,114,114,61,0.5350877192982456
522,data/eedi_public_download/extracted/data/images/522.jpg,6f57b8748b0ff489e5b30bb6f27aa812e51faa986dc6ff3023b390547bf772ff,4,2337,2337,1340,0.5733846812152332
523,data/eedi_public_download/extracted/data/images/523.jpg,8f8b61c03fc4c9641f8a70677fd9e1ee2300b9ebf846e022a38e4eb8edbf92f1,1,1761,1761,564,0.3202725724020443
524,data/eedi_public_download/extracted/data/images/524.jpg,e85d15e223f85868d818588ae4ae03cd0225c59cb19324e671fb4d2dd93161e8,1,86,86,35,0.4069767441860465
525,data/eedi_public_download/extracted/data/images/525.jpg,e5d3f3dd9baa0e3d1bc6126d2c9a5be8f3878be10690b9568834765f37829bf7,4,2649,2649,1359,0.5130237825594564
526,data/eedi_public_download/extracted/data/images/526.jpg,1e434f575d960ee04c32f62bd018dae67a582cd35360125928d2733baf531a29,1,1917,1917,917,0.47835159102764735
527,data/eedi_public_download/extracted/data/images/527.jpg,dc7e4fc8756016ce4035637c435701f39fe2ac5ca3c13b1cd0bb62cb60964d52,2,2663,2663,1903,0.7146075854299662
528,data/eedi_public_download/extracted/data/images/528.jpg,11c6bc2718a384c4f1b0d8869ef4b42a54f6b881efcafb5fa5c818c4b6076e35,1,2887,2887,718,0.24870107377900935
529,data/eedi_public_download/extracted/data/images/529.jpg,ac38a82a707014b41f138b33b9fbd6acd8e0a94d52e7f8c08f55383a470e5b03,1,2887,2887,2100,0.7273986837547627
530,data/eedi_public_download/extracted/data/images/530.jpg,e08ea75f9a7a9245d19491f51b836ea322dbcc9a19e716c4d0cf51c43f91a1e4,1,1702,1702,986,0.5793184488836662
531,data/eedi_public_download/extracted/data/images/531.jpg,30c936105e6900366792edd271ede5964771377e3ec422ce26d800a67e3b5dc8,2,138,138,47,0.34057971014492755
532,data/eedi_public_download/extracted/data/images/532.jpg,20212f0092448bbc338c339611440cdd9a50a5e70b6113d323f62471ece55516,3,318,318,153,0.4811320754716981
533,data/eedi_public_download/extracted/data/images/533.jpg,ee1a520759a90cd903d1c08afcefa96fa65862cdb12bc8648f992886c4e2f768,3,2890,2890,2030,0.7024221453287197
534,data/eedi_public_download/extracted/data/images/534.jpg,ee7cf3b6a0933fddb6287d5ace855ed49f02ff2ae435aea2ca6ff56115ce0bce,3,1176,1176,490,0.4166666666666667
535,data/eedi_public_download/extracted/data/images/535.jpg,b28006084e738d0fbb81bcc39cdae12878afe719cfc4299bdc29daf7f08edddd,1,1710,1710,720,0.42105263157894735
536,data/eedi_public_download/extracted/data/images/536.jpg,77bf19d42381848d6cc7b4074602084066f13de59f2bdabf6b3e395853725988,3,1599,1599,666,0.4165103189493433
537,data/eedi_public_download/extracted/data/images/537.jpg,a3f6d6692b1c784a1dfd011a5ba5cd220b55062e8eb6a4e24daed3f0dd23973c,1,836,836,255,0.3050239234449761
538,data/eedi_public_download/extracted/data/images/538.jpg,d6f4381cfcd5f1dd6b55cf9d7fc4e6ecbea04cb0b42234d2df8c96d551eb83e4,1,104,104,31,0.2980769230769231
539,data/eedi_public_download/extracted/data/images/539.jpg,07af41127c7baae70c96d37fa3810b1bf71b261d7a917f7fe834e032ca110fdf,2,2246,2246,1888,0.8406055209260909
540,data/eedi_public_download/extracted/data/images/540.jpg,f5675bc19eaec370bde1375327328f063a7c6ff4d44ee98e95fdc6cf9921758f,1,1280,1280,668,0.521875
541,data/eedi_public_download/extracted/data/images/541.jpg,3bf6b4a60a5692c06b868a2479a7b7c3a8400d69bd41379825fe82ab604fce04,2,655,655,161,0.24580152671755726
542,data/eedi_public_download/extracted/data/images/542.jpg,1154cd67eb93dbfa1dcdbd58679ff6e36e382448cf630e2281777651407a4396,3,579,579,215,0.37132987910189985
543,data/eedi_public_download/extracted/data/images/543.jpg,8311716460883d09dfe0e4435f5a0ea9621cafeb168796a2c08cf5401ed8ba1f,3,849,849,260,0.30624263839811544
544,data/eedi_public_download/extracted/data/images/544.jpg,86b326fa992ffa838fe1c7a8eed382aa4281791ce320f4a0e336208d56e481c5,1,117,117,62,0.5299145299145299
545,data/eedi_public_download/extracted/data/images/545.jpg,2497df16522e70bb8fd39e28aa45d0dd06dfee4c16d4620e1403343a75d47648,2,2308,2308,963,0.4172443674176776
546,data/eedi_public_download/extracted/data/images/546.jpg,160727f0c6168e7b4131bba3bc84874b06dda3d7cbfbca0bb54b9ad844b0d158,3,1492,1492,937,0.6280160857908847
547,data/eedi_public_download/extracted/data/images/547.jpg,a4c37741d6c0141d7649b379863effaf1e2ac44855eff5b1ecbb4e17372593d1,4,2924,2924,1512,0.5170998632010944
548,data/eedi_public_download/extracted/data/images/548.jpg,b054b151ab88d33d5832b97060acec1af1679cb48b1204621c231e7ad69284ea,3,10,10,4,0.4
549,data/eedi_public_download/extracted/data/images/549.jpg,2d17a4ba18e7e964839ff80545e61057ab3a9b4eb2f0a06360ec8f21bb10b364,3,655,655,335,0.5114503816793893
550,data/eedi_public_download/extracted/data/images/550.jpg,be07f2366d6d0335e8bf6abfaa04d8a510b8166c7420d9e312901e4fd150290a,2,1297,1297,544,0.41942945258288356
551,data/eedi_public_download/extracted/data/images/551.jpg,51e8a2b421ff352a2a0cf527f1ddef67a50acb171f945e1e7713a4275c52c42b,1,2839,2839,1653,0.5822472701655512
552,data/eedi_public_download/extracted/data/images/552.jpg,175f790c21510ff47ed6606ebe4bc2c3d786834d1859d795c683a9267775da79,2,1009,1009,466,0.4618434093161546
553,data/eedi_public_download/extracted/data/images/553.jpg,93a2478d9fd06e56a97c9d913f7d0606b55da003ab06c7f1acdeaf72fb74c74f,1,1499,1499,1115,0.7438292194796531
554,data/eedi_public_download/extracted/data/images/554.jpg,1caf4f0a60eb949fa41cdd030f6db6f884f773f621912f022a8ba5a8c5ef0ca6,2,2260,2260,1075,0.4756637168141593
555,data/eedi_public_download/extracted/data/images/555.jpg,cc33f67f87236901df503ca7561c069a46658f83e772ac1bc52f53b4d1f5d99f,2,1713,1713,765,0.44658493870402804
556,data/eedi_public_download/extracted/data/images/556.jpg,6c7a922c55c50266380bf7d0f35827e61d68baf67d41de0b69b7452ebc8ece69,3,108,108,38,0.35185185185185186
557,data/eedi_public_download/extracted/data/images/557.jpg,e0880f09f986ad69b37135380a0770319d5f2e5e0366269b68f5a6ead917ca9d,3,73,73,37,0.5068493150684932
558,data/eedi_public_download/extracted/data/images/558.jpg,f6b2b81fb715e34a6698cbf7c084c837b1b24579de5252e5aedcf71b6abeb969,2,90,90,42,0.4666666666666667
559,data/eedi_public_download/extracted/data/images/559.jpg,22daa0e61bd31847578bec005d630090bacbb5e0a0c9c19aa018f1d5b729ae8f,1,2307,2307,843,0.36540962288686607
560,data/eedi_public_download/extracted/data/images/560.jpg,3ea3eae85d51e198137f2abbfb60c45496d964ce70fb181806aa81eef21cd28b,3,1693,1693,514,0.303603071470762
561,data/eedi_public_download/extracted/data/images/561.jpg,da2e5ca45fc1f5f0c0bee3675b8368dd23b275e13a9b28c9b32130416f6b756b,3,615,615,395,0.6422764227642277
562,data/eedi_public_download/extracted/data/images/562.jpg,1b3a46773b8b434148dd0073e657eebaeccc9894c20bcbaa5c291ced0ccfa0db,3,110,110,50,0.45454545454545453
563,data/eedi_public_download/extracted/data/images/563.jpg,3fadccf4bb631fe6b606f9e3428e8374ece36c574cb654ea0d8990826212f8e2,1,1724,1724,908,0.5266821345707656
564,data/eedi_public_download/extracted/data/images/564.jpg,2fc39e79abb9f87623659fe68c81fadbc27ccec1c94d735451178724dc2c49b4,2,1280,1280,779,0.60859375
565,data/eedi_public_download/extracted/data/images/565.jpg,62819201b01273de217e52fefd9e5b0df0eab517b200a2a2a2c4093c0cdc7848,2,1591,1591,712,0.44751728472658703
566,data/eedi_public_download/extracted/data/images/566.jpg,ed25a58b545f46af2f19106bf988adc4e968fa578dbbb1ba6f91ac352af0aaf2,2,2145,2145,1783,0.8312354312354312
567,data/eedi_public_download/extracted/data/images/567.jpg,51b975c39f609886379ebc00e95acc0b3b481e9641703650c56170b0512e067c,1,2195,2195,1727,0.7867881548974943
568,data/eedi_public_download/extracted/data/images/568.jpg,07f8684c9015ed48325dcecdbb91c2e0dcabd215e3459682e0991bfda1ce179c,2,141,141,100,0.7092198581560284
569,data/eedi_public_download/extracted/data/images/569.jpg,1615382b7367cb96d8a1bd78a180ae4dfeaf889ffe39c8adf53af1d7f8ad43e6,1,458,458,213,0.4650655021834061
570,data/eedi_public_download/extracted/data/images/570.jpg,feb6fafdc0babcb481fe1d85456ecdfa926645f54d7e2a2115ab6a193d1aa4cb,1,1496,1496,898,0.6002673796791443
571,data/eedi_public_download/extracted/data/images/571.jpg,601cd5ab3d8fd4fa58b7f49fab38f8835f268591f2c6695856277612f3b0b584,1,1648,1648,940,0.5703883495145631
572,data/eedi_public_download/extracted/data/images/572.jpg,4d712c3354aa153128d9949e0ad5df3479281ea7f7fb5fb50b003e3ede5abdb8,4,1512,1512,600,0.3968253968253968
573,data/eedi_public_download/extracted/data/images/573.jpg,9b64af04a8d7a248269d82a706953f1c3feee0632d3f08aff5ef4a1d47d2c63d,1,634,634,272,0.42902208201892744
574,data/eedi_public_download/extracted/data/images/574.jpg,218b7902b77058bd5689f2555be2a5ebf5d3c3d4f399728867e0001264964538,2,2172,2172,1275,0.5870165745856354
575,data/eedi_public_download/extracted/data/images/575.jpg,c9c958ae3d367d068f63b8f37bc7a7057a90f9608f6501cbae400001dad4ef7d,4,859,859,206,0.239813736903376
576,data/eedi_public_download/extracted/data/images/576.jpg,f8bc0c53a0c2a48934159a957023598ddb6cee7af9ab6129490a0813f711c158,3,900,900,477,0.53
577,data/eedi_public_download/extracted/data/images/577.jpg,85f0593e131c0424ba20c384fc9b36341395c6453770b88f0e4ab377e7f7b19f,3,1682,1682,1165,0.692627824019025
578,data/eedi_public_download/extracted/data/images/578.jpg,c9c370dea35a73e2905a67e88e33b5007b993d94ef8d033efc41d54de0aec0d3,2,90,90,52,0.5777777777777777
579,data/eedi_public_download/extracted/data/images/579.jpg,8bb248cadce66d29cfd76bcf262a753d87f681d60272ec6c05b503a6da5a1bb6,3,2264,2264,1582,0.6987632508833922
580,data/eedi_public_download/extracted/data/images/580.jpg,dada4e0fb48dd025b56a1f14f7acbddcbff3a5f9e3f1a3b4fa083ecd3dca3048,3,137,137,34,0.24817518248175183
581,data/eedi_public_download/extracted/data/images/581.jpg,f513d1419ae364c0da0be1ec3c2ac9e45829b032eeec6b69dc57695ebb37ee0b,3,1503,1503,1160,0.7717897538256819
582,data/eedi_public_download/extracted/data/images/582.jpg,bb20faf17cc860e9619eb362bd42ccfb0424d6cb2716f9113f489bf70c72c130,2,892,892,527,0.5908071748878924
583,data/eedi_public_download/extracted/data/images/583.jpg,d5790726df26dfdb910b455853f23ca3b6a341292b66ef73d9788f8de64074ff,3,2619,2619,1220,0.4658266513936617
584,data/eedi_public_download/extracted/data/images/584.jpg,d8425adbd9e076493eaca2d631d49f3eebe09ff8abaa2c2e287cfb42f88c8554,4,1254,1254,719,0.5733652312599681
585,data/eedi_public_download/extracted/data/images/585.jpg,0cc2ab2b24cf3db5b58e56a40612c3c7cce469a614a06ee650314826a926c8ea,3,2546,2546,1610,0.6323644933228594
586,data/eedi_public_download/extracted/data/images/586.jpg,34b9bcefd5360763b965812b45dd57ffa17104fd8c14ed0cc79bdc18e148ed97,1,1698,1698,419,0.24676089517078917
587,data/eedi_public_download/extracted/data/images/587.jpg,b1f97caf4af680b6ba9b53fc46d0047037b35068be99c4cc556214998ee7c437,1,2611,2611,1143,0.437763309076982
588,data/eedi_public_download/extracted/data/images/588.jpg,11522866442081a60bbc42b8ce2481d341ff22e6bde74331367c4717ff996364,4,1745,1745,534,0.3060171919770774
589,data/eedi_public_download/extracted/data/images/589.jpg,a35e31176be42a7505e95b03ae9bf2f751b167a003463c3f995be28d52a3487c,3,2141,2141,820,0.3829985987856142
590,data/eedi_public_download/extracted/data/images/590.jpg,b74018ef6e5b0c8ce0092187643fa0169e201c746f91df7480e144617a0aefac,2,85,85,43,0.5058823529411764
591,data/eedi_public_download/extracted/data/images/591.jpg,162e281d6260aa5b373305ab30d8f0e6d0bb58b2fc5e54f422743948bce7bc48,3,1204,1204,701,0.5822259136212624
592,data/eedi_public_download/extracted/data/images/592.jpg,92832b7f579fa62406a0893d6953eef5547640f967920b576ae9f67cfedb84f7,3,2642,2642,1552,0.5874337623012869
593,data/eedi_public_download/extracted/data/images/593.jpg,774a653fed6c0f3653f9fea07f0db5ca59419e939157e16d904f46c4cd9a9585,3,80,80,46,0.575
594,data/eedi_public_download/extracted/data/images/594.jpg,b93d110e6a3e7d65bfb25a367b92a396263b255351721d780883416dcaba8c26,2,1493,1493,953,0.6383121232417951
595,data/eedi_public_download/extracted/data/images/595.jpg,3cdadabf779759776ea1b24cffa030a8ea8576c683ba237ad496c0446a702c49,3,554,554,253,0.4566787003610108
596,data/eedi_public_download/extracted/data/images/596.jpg,63d7d62e05f166ccbbb1e961870ab08ed6d17988a332c8858f6c4e2e2de4c059,2,2633,2633,1448,0.5499430307633878
597,data/eedi_public_download/extracted/data/images/597.jpg,e01297ed3559ac537f96e3f4182272b53f8495517a30a5f6b8d8017a4d0e1ea6,1,10,10,5,0.5
598,data/eedi_public_download/extracted/data/images/598.jpg,4a27ad7fc299db73b73b3c43222756922d3165e35f854feea69f05912c74daec,3,189,189,42,0.2222222222222222
599,data/eedi_public_download/extracted/data/images/599.jpg,2c0659124e248551ac786f28ff8f2ac9ba6fee2548fd86af867b0d58c552bc89,3,2874,2874,784,0.27279053583855256
600,data/eedi_public_download/extracted/data/images/600.jpg,2c096a5952d7cc75e762cc0656173df63412cdc80d7b8b3f6963c3ffb60e201e,4,1699,1699,808,0.4755738669805768
601,data/eedi_public_download/extracted/data/images/601.jpg,438badcde5d9cecd44ef99cb3cd52d36b59c5444704bd167edafc8ae8e783482,1,2400,2400,1551,0.64625
602,data/eedi_public_download/extracted/data/images/602.jpg,bfdeb1b2a913074a96ef7dff0b3bc5d5452d1207b581eb2af09876dd8f4ca5ce,3,167,167,76,0.4550898203592814
603,data/eedi_public_download/extracted/data/images/603.jpg,5e55307804a73bf7eca45937cb334a5d716d23fbd26ebdfb25e3cc344e4a6594,4,4,4,1,0.25
604,data/eedi_public_download/extracted/data/images/604.jpg,466e394e9a6bd47c0bd8609c54b3b6180865d0a2e08015fe14e8302d6018b709,3,1155,1155,535,0.46320346320346323
605,data/eedi_public_download/extracted/data/images/605.jpg,c392cf081ed3dff0c64fdfbe446120e654570d1ac8f0b41b8e3e6700cee1c7fb,2,2581,2581,700,0.2712127082526153
606,data/eedi_public_download/extracted/data/images/606.jpg,4fe9a596fb36d82524b33178e96afb9e699f2abe6e635dbbb130694ec59884cd,1,4,4,2,0.5
607,data/eedi_public_download/extracted/data/images/607.jpg,1a2ebee24f8264f6b75ddd0d01eb2fec87a6368a0ce87fe93827e3f79d61d34c,2,181,181,106,0.585635359116022
608,data/eedi_public_download/extracted/data/images/608.jpg,31c18ae91891ad6486cb8394171b25eae2970fc215f0f68e5675e7945270262a,4,4,4,3,0.75
609,data/eedi_public_download/extracted/data/images/609.jpg,080c4734499eff145fa795ec428018567a72dbdf3a4be3228257c33838bde231,1,1595,1595,722,0.4526645768025078
610,data/eedi_public_download/extracted/data/images/610.jpg,9f5fcf1665aef6b8610966568fa51c187fbea2012450e0917647e6414731ae05,2,2572,2572,1599,0.6216951788491446
611,data/eedi_public_download/extracted/data/images/611.jpg,cd1d4b76ec6801842a4860465ff8dca4e508351c92c882550c8006321fa626b9,2,2280,2280,671,0.2942982456140351
612,data/eedi_public_download/extracted/data/images/612.jpg,c048d4ab8c0364d546028a6151308e3355e0a05f0e9cdabce309c60a9ba08092,4,1711,1711,1246,0.72822910578609
613,data/eedi_public_download/extracted/data/images/613.jpg,836f3f1679aaf05f568aacbc3bd83edf4201565f4a094c572a4fc08f6bf2724f,3,192,192,63,0.328125
614,data/eedi_public_download/extracted/data/images/614.jpg,12feb3929daaa9057d1246fa72bd13702b891ed73f2c9c067f109bf32de64115,1,2615,2615,1650,0.6309751434034416
615,data/eedi_public_download/extracted/data/images/615.jpg,63cdb2bf6aa16d3a15796f3256615d6ee7ccdf5d64f1c51a2d88738e61051093,2,2291,2291,1331,0.5809690091663029
616,data/eedi_public_download/extracted/data/images/616.jpg,55117025f67f9ae3d85d2446fd07e8303aca792863f6be240985b7e5ad142337,3,2830,2830,1966,0.6946996466431096
617,data/eedi_public_download/extracted/data/images/617.jpg,2db880d286d65f52a50ae796166a2916f5a5239903694ad57fa3a0cace607dce,2,2197,2197,1029,0.46836595357305416
618,data/eedi_public_download/extracted/data/images/618.jpg,92764de1b28f4028f2590a3eff5a1adf823ffa39368e462033c2c68d7d35d0a4,2,322,322,105,0.32608695652173914
619,data/eedi_public_download/extracted/data/images/619.jpg,ccc446c4da6e7ee3ac1abc5a62a772b0c23f44ee434ae49d3dfa63f6ad61e543,1,167,167,53,0.31736526946107785
620,data/eedi_public_download/extracted/data/images/620.jpg,64851b327aac27cc2b7d00209d083f7567ae32d2118fb4a42225208e046470b5,2,846,846,358,0.4231678486997636
621,data/eedi_public_download/extracted/data/images/621.jpg,3d950d8d40ca8a8b67d2eab8deecda749b464a1805a041097bbd540a0724f591,3,75,75,42,0.56
622,data/eedi_public_download/extracted/data/images/622.jpg,a33ce3c445fe7b7257f7f53d8833319c08cfcaeb976f08325d566df9e3392acf,3,1914,1914,1235,0.6452455590386625
623,data/eedi_public_download/extracted/data/images/623.jpg,7e3bcf83ffa491076bcdddc93113df513a69227a1681c2e42103d1266fdc161e,3,2578,2578,862,0.3343677269200931
624,data/eedi_public_download/extracted/data/images/624.jpg,26573a1d26b20329d955b0ec47d1fb277f4e2fce6ef6a5ca4a24546476531de9,2,2291,2291,824,0.35966826713225664
625,data/eedi_public_download/extracted/data/images/625.jpg,b4783ca66a63cda0c9a071c781887fc2053ea525a69f7ae08d84105803e1d2ef,1,2918,2918,1771,0.6069225496915696
626,data/eedi_public_download/extracted/data/images/626.jpg,0b80559a29e80fce9c051dfff5c10050415e6201987fbd3ece3f2b68a1fd5cb2,2,2552,2552,1352,0.5297805642633229
627,data/eedi_public_download/extracted/data/images/627.jpg,16d76aec294c92fa458098a1a65d0eb3201fc6004fec6ed09394b2e3545234ce,3,2236,2236,960,0.4293381037567084
628,data/eedi_public_download/extracted/data/images/628.jpg,a2b3436dfb068fcc2617d65b5dcdec695a9b5d18334f88d7a1798f03492f6d5f,2,2175,2175,737,0.3388505747126437
629,data/eedi_public_download/extracted/data/images/629.jpg,8562db1b55e1127c909323755acbb9a9ae1e44578d9d186069b3d06f78e5635f,3,2342,2342,1827,0.7801024765157984
630,data/eedi_public_download/extracted/data/images/630.jpg,98564744ba8f17f459a1e23ac2b876e5e1a5b75ceca953fe8a34d1aaa3ced4a4,3,7,7,5,0.7142857142857143
631,data/eedi_public_download/extracted/data/images/631.jpg,59f943c7a9089102f57aef68884fa7d37c2803e23ddf9cbe7155e482c574adf3,2,623,623,297,0.4767255216693419
632,data/eedi_public_download/extracted/data/images/632.jpg,dafd7881d74a11f63e7294ace532819461ccaf9c180c219724339c5f3db50949,3,137,137,53,0.38686131386861317
633,data/eedi_public_download/extracted/data/images/633.jpg,16941495e2666f7b04e5cd91e33960f0b452d8c52a45fc14d84dc841b80f2d31,2,180,180,86,0.4777777777777778
634,data/eedi_public_download/extracted/data/images/634.jpg,555be9f87008a5e147601e05982f72875a37951dc21492f03f0cd4fd3e78d353,3,2842,2842,2361,0.830752990851513
635,data/eedi_public_download/extracted/data/images/635.jpg,de76990df252e9183cad92bf166c4796cb1dd20c7526c48a2e40406c24a6b61b,4,2705,2705,1629,0.6022181146025878
636,data/eedi_public_download/extracted/data/images/636.jpg,dc695f33c161fdcfc95a58fed3faf209e033792b6905dcd93284e686e92f53d5,4,1713,1713,1280,0.7472270869819031
637,data/eedi_public_download/extracted/data/images/637.jpg,3c6641bf899a5d3088f12de49bcf21bc1c8c5ba432d86bae2e15e0872d039571,2,2650,2650,1803,0.680377358490566
638,data/eedi_public_download/extracted/data/images/638.jpg,d1918319251d255451078cc6471908cc3c0b2731a639d05f223d2e96759419e4,4,2677,2677,1305,0.4874859917818454
639,data/eedi_public_download/extracted/data/images/639.jpg,50988ac03ff1ded223ed237c087c9dde86967a5563ac9973da955896b82255e1,1,2879,2879,1767,0.6137547759638764
640,data/eedi_public_download/extracted/data/images/640.jpg,57023bf6a2c55ed8415c4fb8b96391ec67e6dda08c50bfa910398943c762c9ad,1,2345,2345,905,0.3859275053304904
641,data/eedi_public_download/extracted/data/images/641.jpg,def5c1a5dbbd51b3421ce0515b89e6ea96214e00c01a9f7f4d3401a7e365a60c,3,1575,1575,492,0.31238095238095237
